match_status,match_id,competition,season,team_off,team_off__id,team_def,team_def__id,team_off__score60,team_def__score60,substitution_replacement__off,substitution_replacementNumber__off,substitution_minute__off,substitution_minuteDelta__off,clearances_total__off__pre,clearances_total__off__post,clearances_total__def__pre,clearances_total__def__post,dribble_total__off__pre,dribble_total__off__post,dribble_total__def__pre,dribble_total__def__post,dribble_success__off__pre,dribble_success__off__post,dribble_success__def__pre,dribble_success__def__post,duel_total__off__pre,duel_total__off__post,duel_total__def__pre,duel_total__def__post,duel_success__off__pre,duel_success__off__post,duel_success__def__pre,duel_success__def__post,fouls_committed__off__pre,fouls_committed__off__post,fouls_committed__def__pre,fouls_committed__def__post,interceptions_total__off__pre,interceptions_total__off__post,interceptions_total__def__pre,interceptions_total__def__post,interceptions_success__off__pre,interceptions_success__off__post,interceptions_success__def__pre,interceptions_success__def__post,pass_shot_assist__off__pre,pass_shot_assist__off__post,pass_shot_assist__def__pre,pass_shot_assist__def__post,pass_goal_assist__off__pre,pass_goal_assist__off__post,pass_goal_assist__def__pre,pass_goal_assist__def__post,pass_success_length__total__off__pre,pass_success_length__total__off__post,pass_success_length__total__def__pre,pass_success_length__total__def__post,pass_success_length__0_5__off__pre,pass_success_length__0_5__off__post,pass_success_length__0_5__def__pre,pass_success_length__0_5__def__post,pass_success_length__5_10__off__pre,pass_success_length__5_10__off__post,pass_success_length__5_10__def__pre,pass_success_length__5_10__def__post,pass_success_length__10_20__off__pre,pass_success_length__10_20__off__post,pass_success_length__10_20__def__pre,pass_success_length__10_20__def__post,pass_success_length__20_40__off__pre,pass_success_length__20_40__off__post,pass_success_length__20_40__def__pre,pass_success_length__20_40__def__post,pass_success_length__40__off__pre,pass_success_length__40__off__post,pass_success_length__40__def__pre,pass_success_length__40__def__post,passes_total__off__pre,passes_total__off__post,passes_total__def__pre,passes_total__def__post,passes_success__off__pre,passes_success__off__post,passes_success__def__pre,passes_success__def__post,shots_total__off__pre,shots_total__off__post,shots_total__def__pre,shots_total__def__post,shots_target__off__pre,shots_target__off__post,shots_target__def__pre,shots_target__def__post,goals_scored__off__pre,goals_scored__off__post,goals_scored__def__pre,goals_scored__def__post,substitution_tactical__off__pre,substitution_tactical__off__post,substitution_tactical__def__pre,substitution_tactical__def__post
3835325__73,3835325.0,Europe - UEFA Women's Euro,2022,Italy Women's,855.0,France Women's,861.0,0.0,5.0,Martina Piemonte,1.0,73.0,7.0,15.0,0.0,7.0,2.0,9.0,0.0,21.0,2.0,6.0,0.0,15.0,2.0,15.0,15.0,15.0,15.0,6.0,0.0,4.0,0.0,,,,,12.0,3.0,17.0,2.0,3.0,1.0,9.0,0.0,2.0,1.0,8.0,0.0,0.0,1.0,3.0,0.0,3488.4482510936136,504.0537631233596,7680.168533245845,421.7879041994751,30.113891076115483,0.0,57.83820395888014,0.0,405.3491861329834,41.11023184601925,627.8055758967629,57.20645516185477,1542.8200196850394,209.3621697287839,3076.1338128827647,201.84010279965005,1337.9623654855643,253.58136154855643,2782.082475940507,162.74134623797025,172.20278871391076,0.0,1136.3084645669292,0.0,248.0,28.0,427.0,28.0,181.0,23.0,363.0,24.0,5.0,2.0,14.0,0.0,3.0,1.0,10.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,2.0,2.0
3835325__80,3835325.0,Europe - UEFA Women's Euro,2022,Italy Women's,855.0,France Women's,861.0,0.0,5.0,Lucia Di Guglielmo,1.0,80.0,16.0,15.0,2.0,9.0,10.0,9.0,4.0,23.0,4.0,6.0,2.0,17.0,3.0,17.0,17.0,15.0,15.0,6.0,2.0,4.0,3.0,,,,,15.0,5.0,19.0,4.0,4.0,1.0,9.0,0.0,3.0,4.0,8.0,2.0,1.0,0.0,3.0,0.0,4016.0784304461936,1660.2461721347331,8101.95643744532,1351.0514364610674,30.113891076115483,22.953775699912512,57.83820395888014,9.472837926509186,454.77375634295714,183.57946445756778,685.0120310586177,115.48204013560803,1767.44426727909,686.2441065179353,3277.973915682415,468.29501202974626,1591.5437270341206,614.9675678040245,2944.823822178478,557.2228674540683,172.20278871391076,152.50125765529307,1136.3084645669292,200.5786789151356,279.0,99.0,455.0,78.0,206.0,85.0,387.0,65.0,7.0,6.0,14.0,2.0,4.0,6.0,10.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,4.0,1.0
3835328__72,3835328.0,Europe - UEFA Women's Euro,2022,Northern Ireland,2457.0,Austria Women's,859.0,0.0,1.0,Abbie Magee,1.0,72.0,6.0,26.0,4.0,14.0,0.0,13.0,1.0,16.0,2.0,4.0,0.0,6.0,1.0,21.0,21.0,14.0,14.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,7.0,1.0,6.0,0.0,5.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4334.568031714786,308.5990353237096,5864.619693350832,394.69166994750657,38.79752241907262,0.0,14.446672900262467,0.0,276.0889000437445,26.848723643919513,504.0322018810148,20.906037839020122,1057.6533185695537,80.35873031496064,2398.6933732502184,144.3475809273841,2156.0752318460195,201.39158136482942,2640.209127296588,229.43805118110237,805.9530588363955,0.0,307.23831802274714,0.0,248.0,22.0,363.0,28.0,179.0,14.0,275.0,17.0,4.0,0.0,10.0,1.0,2.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
3835328__78,3835328.0,Europe - UEFA Women's Euro,2022,Northern Ireland,2457.0,Austria Women's,859.0,0.0,1.0,Emily Wilson,1.0,78.0,1.0,30.0,0.0,15.0,0.0,14.0,0.0,18.0,0.0,4.0,0.0,7.0,0.0,22.0,22.0,15.0,15.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,8.0,0.0,6.0,0.0,6.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4663.367854440071,0.0,6259.311363298339,0.0,38.79752241907262,0.0,14.446672900262467,0.0,302.93762368766403,0.0,524.938239720035,0.0,1158.2128362860892,0.0,2543.040954177603,0.0,2357.4668132108486,0.0,2869.64717847769,0.0,805.9530588363955,0.0,307.23831802274714,0.0,272.0,0.0,392.0,0.0,194.0,0.0,292.0,0.0,4.0,0.0,11.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0
3835328__79,3835328.0,Europe - UEFA Women's Euro,2022,Northern Ireland,2457.0,Austria Women's,859.0,0.0,1.0,Joely Andrews,1.0,79.0,5.0,30.0,1.0,15.0,0.0,14.0,1.0,18.0,2.0,4.0,0.0,7.0,1.0,22.0,22.0,16.0,16.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,8.0,1.0,6.0,0.0,6.0,1.0,3.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,4697.99189971566,193.5145384951881,6301.282735783027,326.45715223097113,38.79752241907262,0.0,14.446672900262467,0.0,302.93762368766403,21.897017716535434,524.938239720035,21.893391294838146,1158.2128362860892,40.57075021872266,2560.257985017498,132.6799923447069,2392.0908584864387,131.04677055993,2894.4015201224843,171.8837685914261,805.9530588363955,0.0,307.23831802274714,0.0,273.0,12.0,395.0,18.0,195.0,8.0,294.0,14.0,4.0,0.0,11.0,2.0,2.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0
3835328__84,3835328.0,Europe - UEFA Women's Euro,2022,Northern Ireland,2457.0,Austria Women's,859.0,0.0,1.0,Caitlin Mcguinness,2.0,84.0,10.0,33.0,1.0,15.0,4.0,15.0,2.0,20.0,1.0,4.0,1.0,8.0,1.0,23.0,23.0,17.0,17.0,5.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,14.0,1.0,10.0,3.0,6.0,0.0,8.0,3.0,3.0,0.0,8.0,2.0,0.0,0.0,0.0,1.0,4891.5064382108485,597.8579305555555,6730.624610236221,470.7408061023621,38.79752241907262,0.0,14.446672900262467,5.172455599300088,324.83464140419943,70.71064052930883,557.0468223972003,38.18909580052493,1198.7835865048119,230.717386264217,2739.0980757874013,118.47059437882766,2523.1376290463686,296.4299037620297,3112.794721128608,254.34130139982506,805.9530588363955,0.0,307.23831802274714,54.56735892388452,287.0,40.0,420.0,32.0,203.0,30.0,313.0,23.0,4.0,0.0,13.0,5.0,2.0,0.0,10.0,4.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0
3835328__84,3835328.0,Europe - UEFA Women's Euro,2022,Northern Ireland,2457.0,Austria Women's,859.0,0.0,1.0,Louise McDaniel,2.0,84.0,10.0,33.0,1.0,15.0,4.0,15.0,2.0,20.0,1.0,4.0,1.0,8.0,1.0,23.0,23.0,17.0,17.0,5.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,14.0,1.0,10.0,3.0,6.0,0.0,8.0,3.0,3.0,0.0,8.0,2.0,0.0,0.0,0.0,1.0,4891.5064382108485,597.8579305555555,6730.624610236221,470.7408061023621,38.79752241907262,0.0,14.446672900262467,5.172455599300088,324.83464140419943,70.71064052930883,557.0468223972003,38.18909580052493,1198.7835865048119,230.717386264217,2739.0980757874013,118.47059437882766,2523.1376290463686,296.4299037620297,3112.794721128608,254.34130139982506,805.9530588363955,0.0,307.23831802274714,54.56735892388452,287.0,40.0,420.0,32.0,203.0,30.0,313.0,23.0,4.0,0.0,13.0,5.0,2.0,0.0,10.0,4.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0
3835327__74,3835327.0,Europe - UEFA Women's Euro,2022,Norway Women's,852.0,England Women's,865.0,0.0,6.0,Celin Bizet Ildhusøy,2.0,74.0,9.0,17.0,0.0,8.0,0.0,12.0,1.0,18.0,4.0,7.0,0.0,8.0,0.0,19.0,19.0,13.0,13.0,4.0,3.0,3.0,0.0,,,,,8.0,3.0,13.0,1.0,4.0,3.0,4.0,1.0,2.0,0.0,9.0,2.0,0.0,0.0,5.0,0.0,4289.049450021873,131.5484372265967,8120.121250437445,1044.638160214348,20.49016087051619,0.0,10.512250656167978,0.0,543.8791655730535,16.511438101487315,586.0546504811898,79.86574551618546,1599.147470472441,37.171695100612425,2918.5226421697284,576.3778007436571,1489.3946205161858,77.86530402449694,3786.8569717847768,215.22270669291336,636.1380325896764,0.0,818.1747353455819,173.17190726159228,296.0,14.0,428.0,60.0,218.0,6.0,365.0,54.0,3.0,0.0,19.0,3.0,2.0,0.0,13.0,2.0,0.0,0.0,7.0,1.0,2.0,0.0,4.0,1.0
3835327__74,3835327.0,Europe - UEFA Women's Euro,2022,Norway Women's,852.0,England Women's,865.0,0.0,6.0,Amalie Vevle Eikeland,2.0,74.0,9.0,17.0,0.0,8.0,0.0,12.0,1.0,18.0,4.0,7.0,0.0,8.0,0.0,19.0,19.0,13.0,13.0,4.0,3.0,3.0,0.0,,,,,8.0,3.0,13.0,1.0,4.0,3.0,4.0,1.0,2.0,0.0,9.0,2.0,0.0,0.0,5.0,0.0,4289.049450021873,131.5484372265967,8120.121250437445,1044.638160214348,20.49016087051619,0.0,10.512250656167978,0.0,543.8791655730535,16.511438101487315,586.0546504811898,79.86574551618546,1599.147470472441,37.171695100612425,2918.5226421697284,576.3778007436571,1489.3946205161858,77.86530402449694,3786.8569717847768,215.22270669291336,636.1380325896764,0.0,818.1747353455819,173.17190726159228,296.0,14.0,428.0,60.0,218.0,6.0,365.0,54.0,3.0,0.0,19.0,3.0,2.0,0.0,13.0,2.0,0.0,0.0,7.0,1.0,2.0,0.0,4.0,1.0
3835327__83,3835327.0,Europe - UEFA Women's Euro,2022,Norway Women's,852.0,England Women's,865.0,0.0,6.0,Elisabeth Terland,1.0,83.0,10.0,17.0,2.0,8.0,0.0,13.0,2.0,22.0,0.0,7.0,0.0,8.0,0.0,23.0,23.0,13.0,13.0,7.0,0.0,3.0,2.0,,,,,11.0,3.0,14.0,1.0,7.0,1.0,5.0,1.0,2.0,0.0,11.0,1.0,0.0,0.0,5.0,0.0,4420.597887248469,167.57403871391074,9164.759410651794,1931.01583223972,20.49016087051619,0.0,10.512250656167978,0.0,560.3906036745408,13.98884842519685,665.9203959973754,134.94598097112865,1636.3191655730536,153.5851902887139,3494.900442913386,877.3291961942258,1567.2599245406825,0.0,4002.0796784776903,596.4022320647418,636.1380325896764,0.0,991.3466426071741,322.33842300962385,311.0,15.0,488.0,97.0,224.0,10.0,419.0,89.0,3.0,1.0,22.0,2.0,2.0,0.0,15.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,5.0,0.0
3835330__61,3835330.0,Europe - UEFA Women's Euro,2022,Spain Women's,863.0,Germany Women's,857.0,0.0,2.0,Claudia Pina Medina,1.0,61.0,8.0,18.0,1.0,17.0,1.0,24.0,2.0,11.0,2.0,18.0,0.0,5.0,1.0,13.0,13.0,16.0,16.0,5.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,14.0,2.0,14.0,2.0,4.0,1.0,6.0,1.0,8.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,7966.272824803149,778.3415265748031,3157.7675838801397,402.5955191382327,39.14388287401575,0.0,8.52364391951006,7.589834536307962,921.1275251531058,16.82873622047244,346.97367202537185,21.29014982502187,3559.784622156605,425.5477673884514,1105.963193350831,179.92969378827644,3001.8314337270335,223.94294291338585,1171.7125218722658,142.1223622047244,444.3853608923884,112.02208005249342,524.594552712161,51.66347878390201,485.0,42.0,222.0,31.0,416.0,33.0,145.0,20.0,8.0,1.0,7.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
3835330__69,3835330.0,Europe - UEFA Women's Euro,2022,Spain Women's,863.0,Germany Women's,857.0,0.0,2.0,Marta Cardona De Miguel,2.0,69.0,14.0,19.0,2.0,19.0,6.0,26.0,4.0,13.0,0.0,18.0,1.0,6.0,0.0,17.0,17.0,20.0,20.0,6.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,16.0,2.0,16.0,5.0,5.0,2.0,7.0,1.0,9.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,8744.614351377952,1358.9140758967628,3560.363103018373,370.34478674540685,39.14388287401575,5.50729604111986,16.113478455818022,0.0,937.9562613735783,134.39627460629922,368.26382185039375,21.347421259842523,3985.332389545057,543.1630555555555,1285.8928871391072,52.81738517060367,3225.774376640419,622.6918799212599,1313.8348840769902,189.5814457567804,556.4074409448818,53.15556977252843,576.258031496063,106.59853455818023,528.0,85.0,253.0,26.0,449.0,67.0,165.0,12.0,9.0,3.0,7.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0
3835330__69,3835330.0,Europe - UEFA Women's Euro,2022,Spain Women's,863.0,Germany Women's,857.0,0.0,2.0,Athenea del Castillo Belvide,2.0,69.0,14.0,19.0,2.0,19.0,6.0,26.0,4.0,13.0,0.0,18.0,1.0,6.0,0.0,17.0,17.0,20.0,20.0,6.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,16.0,2.0,16.0,5.0,5.0,2.0,7.0,1.0,9.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,8744.614351377952,1358.9140758967628,3560.363103018373,370.34478674540685,39.14388287401575,5.50729604111986,16.113478455818022,0.0,937.9562613735783,134.39627460629922,368.26382185039375,21.347421259842523,3985.332389545057,543.1630555555555,1285.8928871391072,52.81738517060367,3225.774376640419,622.6918799212599,1313.8348840769902,189.5814457567804,556.4074409448818,53.15556977252843,576.258031496063,106.59853455818023,528.0,85.0,253.0,26.0,449.0,67.0,165.0,12.0,9.0,3.0,7.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0
3835330__83,3835330.0,Europe - UEFA Women's Euro,2022,Spain Women's,863.0,Germany Women's,857.0,0.0,2.0,Irene Guerrero Sanmartín,1.0,83.0,9.0,21.0,1.0,26.0,6.0,30.0,3.0,13.0,0.0,19.0,1.0,6.0,0.0,18.0,18.0,24.0,24.0,6.0,1.0,5.0,2.0,1.0,0.0,2.0,0.0,18.0,2.0,21.0,4.0,7.0,0.0,8.0,2.0,12.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,10251.675440616797,1325.766014326334,3955.4212577646545,309.65480424321964,44.65117891513561,8.733898293963255,21.163083333333336,0.0,1098.6619651137357,90.34772462817148,389.6112431102363,30.41317804024497,4650.333029308836,491.34440780839896,1358.3740354330707,98.3955150918635,3848.4662565616795,684.4398304899387,1503.4163298337708,119.52004702537182,609.5630107174102,50.90015310586177,682.8565660542432,61.32606408573928,624.0,78.0,282.0,22.0,526.0,64.0,179.0,13.0,12.0,1.0,7.0,0.0,6.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,1.0
3835334__84,3835334.0,Europe - UEFA Women's Euro,2022,Italy Women's,855.0,Iceland Women's,862.0,0.0,1.0,Daniela Sabatino,1.0,84.0,9.0,18.0,3.0,47.0,3.0,10.0,4.0,13.0,4.0,7.0,0.0,4.0,2.0,13.0,13.0,13.0,13.0,6.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,15.0,1.0,13.0,2.0,5.0,1.0,2.0,1.0,14.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,6936.401621500438,789.3282875109361,3293.5459623797024,418.7512121609799,110.5605450568679,5.141145669291339,11.315432414698162,0.0,706.5144710192474,69.17594706911636,263.169977143482,18.27603280839895,2754.709422572178,369.18893099300084,1450.4301120953628,163.3951771653543,2890.9001684164477,345.82226377952753,959.1619849081367,93.77130577427822,473.71701443569555,0.0,609.4684558180228,143.3086964129484,466.0,50.0,251.0,23.0,363.0,42.0,151.0,16.0,20.0,1.0,9.0,1.0,12.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,2.0
3835333__69,3835333.0,Europe - UEFA Women's Euro,2022,Belgium Women's,854.0,France Women's,861.0,1.0,2.0,Amber Tysiak,1.0,69.0,8.0,18.0,1.0,5.0,0.0,13.0,1.0,26.0,1.0,6.0,1.0,11.0,0.0,19.0,19.0,18.0,18.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,17.0,2.0,18.0,6.0,3.0,1.0,8.0,4.0,1.0,0.0,13.0,0.0,1.0,0.0,2.0,0.0,4845.43546872266,1537.0644768153982,9641.288928149606,508.19043657042863,21.72118503937008,0.0,29.672845144356955,0.0,308.3761318897637,89.97190409011374,755.4149729877515,70.20657556867893,1743.321940069991,460.3949513342082,3714.3846795713034,186.32302220034995,2316.2944750656166,876.0633213035871,4380.02918744532,251.6608388013998,455.72173665791775,110.63430008748907,761.787243000875,0.0,287.0,71.0,520.0,36.0,216.0,62.0,451.0,27.0,2.0,0.0,18.0,1.0,2.0,0.0,9.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0
3835333__77,3835333.0,Europe - UEFA Women's Euro,2022,Belgium Women's,854.0,France Women's,861.0,1.0,2.0,Hannah Eurlings,1.0,77.0,18.0,19.0,3.0,5.0,0.0,14.0,0.0,27.0,4.0,7.0,0.0,11.0,1.0,20.0,20.0,20.0,20.0,2.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0,19.0,4.0,24.0,4.0,4.0,1.0,12.0,2.0,1.0,0.0,13.0,3.0,1.0,0.0,2.0,0.0,6437.3155831146105,858.2112042869642,10149.479364720035,1351.3009710192478,21.72118503937008,15.130621391076117,29.672845144356955,3.740733048993876,398.34803597987747,35.05307852143482,825.6215485564305,108.63310870516186,2258.5325289807524,475.40252515310584,3900.707701771654,432.71622594050746,3192.357796369204,332.6249792213474,4631.69002624672,484.1645111548557,566.3560367454068,0.0,761.787243000875,322.0463921697288,362.0,59.0,556.0,67.0,281.0,45.0,478.0,58.0,2.0,0.0,19.0,6.0,2.0,0.0,9.0,4.0,1.0,0.0,2.0,0.0,4.0,0.0,3.0,2.0
3835335__65,3835335.0,Europe - UEFA Women's Euro,2022,Northern Ireland,2457.0,England Women's,865.0,0.0,4.0,Kelsie Burrows,2.0,65.0,14.0,25.0,6.0,4.0,1.0,6.0,1.0,15.0,1.0,4.0,0.0,7.0,0.0,11.0,11.0,8.0,8.0,2.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,9.0,6.0,9.0,0.0,3.0,3.0,4.0,0.0,2.0,0.0,16.0,1.0,0.0,0.0,2.0,0.0,1531.2619432414697,741.6736947725285,8864.288868110236,1493.5478594706908,6.168039151356081,4.428795931758531,36.219075021872264,13.187968285214348,87.16198151793526,0.0,738.1070426509187,194.86366469816275,245.66203083989495,434.6778209755031,4014.753384733159,701.8584793307086,369.63391513560805,191.937093175853,3139.637350174978,583.6377471566055,822.6359765966754,110.62998468941382,935.5720155293089,0.0,112.0,46.0,491.0,101.0,52.0,34.0,432.0,84.0,3.0,0.0,24.0,1.0,3.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0
3835335__65,3835335.0,Europe - UEFA Women's Euro,2022,Northern Ireland,2457.0,England Women's,865.0,0.0,4.0,Abbie Magee,2.0,65.0,14.0,25.0,6.0,4.0,1.0,6.0,1.0,15.0,1.0,4.0,0.0,7.0,0.0,11.0,11.0,8.0,8.0,2.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,9.0,6.0,9.0,0.0,3.0,3.0,4.0,0.0,2.0,0.0,16.0,1.0,0.0,0.0,2.0,0.0,1531.2619432414697,741.6736947725285,8864.288868110236,1493.5478594706908,6.168039151356081,4.428795931758531,36.219075021872264,13.187968285214348,87.16198151793526,0.0,738.1070426509187,194.86366469816275,245.66203083989495,434.6778209755031,4014.753384733159,701.8584793307086,369.63391513560805,191.937093175853,3139.637350174978,583.6377471566055,822.6359765966754,110.62998468941382,935.5720155293089,0.0,112.0,46.0,491.0,101.0,52.0,34.0,432.0,84.0,3.0,0.0,24.0,1.0,3.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0
3835335__79,3835335.0,Europe - UEFA Women's Euro,2022,Northern Ireland,2457.0,England Women's,865.0,0.0,4.0,Nadine Caldwell,1.0,79.0,7.0,31.0,0.0,5.0,0.0,7.0,0.0,16.0,1.0,4.0,0.0,7.0,0.0,15.0,15.0,8.0,8.0,3.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,15.0,0.0,9.0,0.0,6.0,0.0,4.0,0.0,2.0,1.0,17.0,0.0,0.0,0.0,2.0,0.0,2272.9356380139984,341.0578690944882,10554.765392825895,306.24443099300083,10.59683508311461,0.0,49.40704330708662,3.032682524059493,87.16198151793526,29.90893919510061,954.2095634295713,69.50477012248469,680.3398518153982,94.97322342519686,4826.419612860892,117.41622922134732,561.571008311461,216.1757064741907,3789.1571576990377,62.610265748031495,933.2659612860892,0.0,935.5720155293089,53.68048337707786,158.0,22.0,602.0,22.0,86.0,16.0,526.0,18.0,3.0,1.0,25.0,1.0,3.0,1.0,14.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,5.0,0.0
3835335__86,3835335.0,Europe - UEFA Women's Euro,2022,Northern Ireland,2457.0,England Women's,865.0,0.0,4.0,Emily Wilson,2.0,86.0,4.0,31.0,0.0,6.0,1.0,7.0,0.0,19.0,0.0,4.0,0.0,8.0,0.0,17.0,17.0,8.0,8.0,3.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,15.0,1.0,9.0,1.0,6.0,1.0,4.0,0.0,3.0,0.0,17.0,2.0,0.0,0.0,2.0,0.0,2613.993507108486,78.39435476815397,10861.009823818897,224.18397342519685,10.59683508311461,0.0,52.43972583114611,2.283531605424322,117.07092071303587,0.0,1023.714333552056,51.83916338582677,775.3130752405949,14.620100612423448,4943.83584208224,54.32742563429571,777.7467147856519,0.0,3851.767423447069,115.73385279965004,933.2659612860892,63.77425415573054,989.2524989063868,0.0,181.0,7.0,624.0,14.0,102.0,2.0,544.0,12.0,5.0,0.0,26.0,2.0,5.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,5.0,0.0
3835335__86,3835335.0,Europe - UEFA Women's Euro,2022,Northern Ireland,2457.0,England Women's,865.0,0.0,4.0,Ashley Elizabeth Hutton,2.0,86.0,4.0,31.0,0.0,6.0,1.0,7.0,0.0,19.0,0.0,4.0,0.0,8.0,0.0,17.0,17.0,8.0,8.0,3.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,15.0,1.0,9.0,1.0,6.0,1.0,4.0,0.0,3.0,0.0,17.0,2.0,0.0,0.0,2.0,0.0,2613.993507108486,78.39435476815397,10861.009823818897,224.18397342519685,10.59683508311461,0.0,52.43972583114611,2.283531605424322,117.07092071303587,0.0,1023.714333552056,51.83916338582677,775.3130752405949,14.620100612423448,4943.83584208224,54.32742563429571,777.7467147856519,0.0,3851.767423447069,115.73385279965004,933.2659612860892,63.77425415573054,989.2524989063868,0.0,181.0,7.0,624.0,14.0,102.0,2.0,544.0,12.0,5.0,0.0,26.0,2.0,5.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,5.0,0.0
3835336__63,3835336.0,Europe - UEFA Women's Euro,2022,Norway Women's,852.0,Austria Women's,859.0,0.0,1.0,Celin Bizet Ildhusøy,1.0,63.0,18.0,31.0,7.0,13.0,8.0,16.0,3.0,14.0,4.0,6.0,1.0,5.0,3.0,23.0,23.0,16.0,16.0,8.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,16.0,2.0,7.0,3.0,5.0,0.0,4.0,1.0,0.0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,5903.935707567804,1893.6345049212598,4354.308616032371,672.3137690288713,41.14480708661418,0.0,6.267853783902012,0.0,504.4406981627298,186.6060272309712,375.6164834864392,61.23946128608924,2480.2689162292218,836.9120002187227,1850.726047134733,189.4609722222222,2280.931721347332,870.1164774715659,1859.5792246281712,361.9088593613298,597.1495647419072,0.0,262.11900699912513,59.7044761592301,376.0,121.0,310.0,47.0,291.0,97.0,214.0,29.0,2.0,2.0,15.0,5.0,0.0,2.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3835336__81,3835336.0,Europe - UEFA Women's Euro,2022,Norway Women's,852.0,Austria Women's,859.0,0.0,1.0,Sophie Roman Haug,1.0,81.0,4.0,38.0,0.0,22.0,4.0,19.0,0.0,18.0,1.0,7.0,0.0,8.0,1.0,26.0,26.0,20.0,20.0,10.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,10.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,7953.33847364392,447.45628554243217,5026.622385061241,279.3813527996501,41.14480708661418,0.0,6.267853783902012,5.429655183727034,691.0467253937007,35.096315616797895,436.85594477252846,16.785114063867017,3376.6132611548564,188.43146380139981,2040.1870193569553,88.55130468066491,3247.384115266842,223.92850612423442,2221.488083989502,116.10669400699913,597.1495647419072,0.0,321.8234831583552,52.50858486439195,504.0,28.0,357.0,15.0,394.0,22.0,243.0,13.0,4.0,0.0,20.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
